date,campaign,channel,device,impressions,clicks,conversions,cost,revenue,ctr,conversion_rate,roas
2024-01-01 00:00:00,Search_Generic,YouTube,Tablet,1010,55,1,46.72952843217236,581.7377175185491,0.054455445544554455,0.01818181818181818,12.449038906158405
2024-01-01 01:00:00,Display_Prospecting,YouTube,Tablet,1008,42,3,54.046524642467745,2474.0761458999305,0.041666666666666664,0.07142857142857142,45.776785135891856
2024-01-01 02:00:00,Social_Video,YouTube,Mobile,974,39,2,35.75197618124777,251.79825940954632,0.04004106776180698,0.05128205128205128,7.042918638484011
2024-01-01 03:00:00,Display_Prospecting,YouTube,Desktop,953,51,4,106.89232506545896,489.8264871060107,0.053515215110178385,0.0784313725490196,4.582428970518226
2024-01-01 04:00:00,Display_Prospecting,Bing,Mobile,999,50,4,251.14812627151332,1648.0936856326177,0.05005005005005005,0.08,6.562237632825828
2024-01-01 05:00:00,Display_Retargeting,Bing,Desktop,1072,43,6,51.18184065872661,890.5135511725201,0.04011194029850746,0.13953488372093023,17.399013785188785
2024-01-01 06:00:00,Social_Video,Facebook,Desktop,1023,59,3,21.36180092787374,311.39303119062015,0.05767350928641251,0.05084745762711865,14.57709639004743
2024-01-01 07:00:00,Social_Video,Google_Ads,Desktop,1012,60,5,31.570131501290344,668.7320692762498,0.05928853754940711,0.08333333333333333,21.182429007269647
2024-01-01 08:00:00,Social_Video,YouTube,Mobile,976,57,5,192.41542976757964,68.56036486911927,0.0584016393442623,0.08771929824561403,0.356314277664395
2024-01-01 09:00:00,Display_Prospecting,Facebook,Desktop,997,51,5,84.77906694279793,358.8263571757175,0.05115346038114343,0.09803921568627451,4.23248768965368
2024-01-01 10:00:00,Search_Generic,Google_Ads,Mobile,961,45,5,60.69897272888397,163.5998736916794,0.046826222684703434,0.1111111111111111,2.6952659383941997
2024-01-01 11:00:00,Social_Video,LinkedIn,Tablet,998,44,3,16.209163434126815,87.86984517635375,0.04408817635270541,0.06818181818181818,5.420998161530801
2024-01-01 12:00:00,Display_Prospecting,Bing,Tablet,1010,51,10,59.73413205776712,277.8076930842837,0.0504950495049505,0.19607843137254902,4.650736245997917
2024-01-01 13:00:00,Display_Retargeting,Google_Ads,Desktop,971,48,5,32.641181747188604,70.2144511710872,0.04943357363542739,0.10416666666666667,2.1511001566949948
2024-01-01 14:00:00,Search_Generic,LinkedIn,Mobile,972,38,4,286.75700063551693,600.297770476857,0.03909465020576132,0.10526315789473684,2.0934023202448913
